"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2013/06/01 10:45 PM","Grand Island WWTP","681 East River Road","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Institute I/I engineering study.","Niagara River","Weather Conditions; ","Heavy precipitation; Heavy precipitation; "
"2013/06/01 10:45 PM","Grand Island Wastewater Treatment Plant","681 East River Rd","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","institute I/I engineering study","Niagara River","Weather Conditions; ","heavy precipitation; "
"2013/06/01 10:45 PM","Grand Island Wastewater Treatment Plant","115 Carl Rd","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","institute I/I engineering study","Niagara River","Weather Conditions; ","heavy precipitation; "
"2013/06/01 11:30 PM","Watertown WPCP","700 W.T. Field Drive","Watertown","Jefferson","43.989601","-75.928415","Actual","250000","Untreated","","","Expected ending date of discharge not reported","","Facility flow was above design; INF flow was at 30","Black River","Weather Conditions; ","Rain Storm; "
"2013/06/01 12:05 AM","Town of Cheektowaga","2375 Clinton St.","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continuously monitor flows during wet weather bypa","Buffalo River","Other; ","Heavy Rain; "
"2013/06/02 01:00 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:05 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:05 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:09 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:10 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:15 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:20 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:45 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 01:57 AM","Labelle Avenue Pump Station","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 02:50 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 02:52 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 03:00 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 03:30 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","improve wet weather flow management","Little Niagara River","Weather Conditions; ","rain; "
"2013/06/02 03:30 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","improve wet weather flow management","Little Niagara River","Weather Conditions; ","rain; "
"2013/06/02 03:45 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","improve wet weather flow management","Niagara River","Weather Conditions; ","rain; "
"2013/06/02 03:50 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","rain; "
"2013/06/02 04:00 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 04:15 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 04:15 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 04:15 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 04:15 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 04:40 AM","NYCDEP","","","","","","Unknown","","Other","Sludge Spill","06/02/2013 06:15 AM","","1:35","Wards Island WWTP had a sludge spill from storage ","East River","Unknown At This Time; ",""
"2013/06/02 04:41 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 05:00 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 06:00 AM","Big Sister Creek WWTP","","","","","","Estimate","21000","Untreated","","","Expected ending date of discharge not reported","","sent personnel to verify that all pumps are runnin","N/A","Weather Conditions; ","Rain; "
"2013/06/02 06:10 AM","Southtowns AWT","","","","","","Estimate","394000","Partially Treated With Disinfection","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 06:30 AM","Southtowns AWT","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 08:00 AM","Village of Wilson WWTP","","","","","","Actual","6000","Untreated","unchlorinated final effluent","06/02/2013 06:02 PM","","10:02","n/a","Lake OntarioJamaica Bay","Weather Conditions; ","heavy rainfall; "
"2013/06/02 09:10 PM","JAMAICA WPCP","","","","","","Estimate","1000","Other","unchlorinated final effluent","06/02/2013 09:25 PM","","Less than 1 hour","shut down and drained; contractor uv pilot project","Jamaica Bay","Other; ","equipment failure; "
"2013/06/02 11:50 AM","West Seneca Engineering Dept. Plant 6","502 Mineral Springs","West Seneca","Erie","42.865284","-78.796082","Actual","303000","Partially Treated With Disinfection","","06/02/2013 07:00 PM","","7:10","N/A","Buffalo Creek","Weather Conditions; ","Heavy Rain; "
"2013/06/02 12:09 AM","ECSD No. 3 - Electric Avenue PS","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","N/A","Weather Conditions; ","Rain; "
"2013/06/02 12:48 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/02 12:56 AM","Town of Cheektowaga","171 Central Blvd.","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","heavy rain; "
"2013/06/02 12:56 AM","Town of Cheektowaga","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek","Weather Conditions; ","Rain/Snow Melt; "
"2013/06/03 01:30 PM","City of Oswego Eastside Wastewater (DPW Sewer Department)","Backyard of 278 Syracuse Ave.","Oswego","Oswego","43.447454","-76.49729599999999","Estimate","500","Untreated","","06/03/2013 03:30 PM","","2:00","VAC truck sucked it up.","","Root Intrusion; Blockage; ","Debris backed up behind tree roots; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","Luick Ave/91st Street Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","Frontier/81st Street Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 02:30 AM","Niagara Falls Water Board","Stephenson Ave./81st Street Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:50 AM","Niagara Falls Water Board","81st Street/Lindberg Ave pump","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:50 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:55 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:55 AM","Niagara Falls Water Board","78th street/Lindberg Ave pump","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:55 AM","Niagara Falls Water Board","101st street/NFBLVD Liftstation","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 03:55 AM","Niagara Falls Water Board","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2013/06/03 06:45 AM","Coeymans-Ravena WPCF","Town of Coeymans Landing","Coeymans","Albany","42.4739705","-73.79234559999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Turn Pump 1 on; Bled air from Pump 2; Return to op","","Other; ","n/a; "
"2013/06/03 06:45 AM","Coeymans-Ravena WPCF","","","","","","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Turn Pump 1 on; Bled air from Pump 2; Return to op","","Other; ",""
"2013/06/03 11:00 AM","NYCDEP","63 Flushing Avenue, Brooklyn, NY 11205","Red Hook","Kings","40.698459","-73.97505459999999","Estimate","28","Partially Treated Without Disinfection","","","Expected ending date of discharge not reported","","The Red Hook WWTP reports that due to high flows f","Lower East River","Weather Conditions; ","High Influent Flows, Rain event; "
"2013/06/05 07:15 AM","Town of Orangetown Sewer District #2","Bathroom building in Cherry Brook park","Pearl River","Rockland","41.0589855","-74.02180629999999","Estimate","10","Untreated","","06/05/2013 07:45 AM","","Less than 1 hour","Ran line; broke stoppage","","Root Intrusion; Blockage; ","rag material; "
"2013/06/06 01:01 PM","Town of Cheektowaga","171 Central Blvd.","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continue to monitor flows during wet weather bypas","Scajaquada Creek ","Weather Conditions; ","heavy rain; "
"2013/06/06 01:03 PM","Town of Cheektowaga","Allendale Rd @ Southgate Rd.","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","rain/snow melt; "
"2013/06/06 01:08 PM","Town of Cheektowaga","Burke Dr @ Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","rain/snow melt; "
"2013/06/06 01:10 PM","Town of Cheektowaga","Kensington Ave and Century Rd","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","rain/snow melt; "
"2013/06/06 01:15 PM","Town of Cheektowaga","Eggert Rd near Cedar Rd","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","rain/snow melt; "
